Position,EIN,Organization Name_CLEAN,Space Name,Street,Street 2,City,State,Zip,Contact Name,Contact Title,Contact Email,Parent Organization Website,County,Address,isMultiple,old_lat,old_lon,Check,LAT,LON
1360,,Moraga Art in Public Spaces Committee,Space 1,335 Rheem Blvd,,Moraga,CA,94556,,,,,Contra Costa,"335 Rheem Blvd, Moraga, CA, 94556",Single Space,37.8617021,-122.1279846,not,37.8617021,-122.1279846
1361,680392722,Moraga Asian American Club,Space 1,1036 Wickham Dr,,Moraga,CA,94556,,,,,Contra Costa,"1036 Wickham Dr, Moraga, CA, 94556",Single Space,37.8404819,-122.1165964,not,37.8404819,-122.1165964
1362,946059122,Morrison Artists Series,Space 1,1600 Holloway Ave,,San Francisco,CA,94132,,,,,San Francisco,"1600 Holloway Ave, San Francisco, CA, 94132",Single Space,37.7212288,-122.4778828,not,37.7212288,-122.4778828
1363,815229543,Moserene Academy,Space 1,598 Blue Jay Dr,,Hayward,CA,94544,,,,,Alameda,"598 Blue Jay Dr, Hayward, CA, 94544",Single Space,37.6301142,-122.0449332,not,37.6301142,-122.0449332
1364,271292110,Mount Diablo Music Education Foundation,Space 1,25A Crescent Dr,165,Pleasant Hill,CA,94523,,,,,Contra Costa,"25A Crescent Dr, Pleasant Hill, CA, 94523",Single Space,37.9453656,-122.0619247,not,37.9453656,-122.0619247
1365,463757682,Mountain Shadow Film Society,Space 1,2311 Walnut Blvd,,Walnut Creek,CA,94597,,,,,Contra Costa,"2311 Walnut Blvd, Walnut Creek, CA, 94597",Single Space,37.9128801,-122.0552575,not,37.9128801,-122.0552575
1366,454733924,Mountaintop Retreat Discovery Center,Space 1,2301 A St,,Antioch,CA,94509,,,,,Contra Costa,"2301 A St, Antioch, CA, 94509",Single Space,38.00092742,-121.805981,not,38.00092742,-121.805981
1367,853178349,Movements For The Mind,Space 1,2824 Cedrus Ct,,Pleasanton,CA,94588,,,,,Alameda,"2824 Cedrus Ct, Pleasanton, CA, 94588",Single Space,37.6929184,-121.8581248,not,37.6929184,-121.8581248
1368,43686975,Moving Arts Foundation,Space 1,35 San Juan Ave,,San Francisco,CA,94112,,,,,San Francisco,"35 San Juan Ave, San Francisco, CA, 94112",Single Space,37.7241145,-122.4361685,not,37.7241145,-122.4361685
1369,,Moving Arts Studio,Space 1,915 Cayuga Ave,,San Francisco,CA,94112,Alyce Finwall,Director,info@movingartsstudiosf.com,http://www.movingartsstudiosf.com,San Francisco,"915 Cayuga Ave, San Francisco, CA, 94112",Single Space,37.7229732,-122.4384831,not,37.7229732,-122.4384831
1370,943309350,Moving Beyond Productions,Space 1,113 Bartlett St,,San Francisco,CA,94110,,,,,San Francisco,"113 Bartlett St, San Francisco, CA, 94110",Single Space,37.7549171,-122.4194947,not,37.7549171,-122.4194947
1371,831108200,Moving Moment,Space 1,6663 Heartwood Dr,,Oakland,CA,94611,,,,,Alameda,"6663 Heartwood Dr, Oakland, CA, 94611",Single Space,37.834205,-122.2024194,not,37.834205,-122.2024194
1372,943210128,Moving On Center-School For Participatory Arts And Research,Space 1,181 Farrelly Dr,,San Leandro,CA,94577,,,,,Alameda,"181 Farrelly Dr, San Leandro, CA, 94577",Single Space,37.7345491,-122.1651111,not,37.7345491,-122.1651111
1373,921513817,Moxie Foundation For Good Trouble,Space 1,881 Heflin St,,Milpitas,CA,95035,,,,,Santa Clara,"881 Heflin St, Milpitas, CA, 95035",Single Space,37.44941,-121.8948609,not,37.44941,-121.8948609
1374,274014544,Mozart Youth Camerata,Space 1,401 Florence Ave,,Oakland,CA,94618,,,,,Alameda,"401 Florence Ave, Oakland, CA, 94618",Single Space,37.8385292,-122.2278065,not,37.8385292,-122.2278065
1375,900986564,Msmt,Space 1,971 Madeira Dr,,Pleasanton,CA,94566,,,,,Alameda,"971 Madeira Dr, Pleasanton, CA, 94566",Single Space,37.6594797,-121.8491354,not,37.6594797,-121.8491354
1376,,MTEAM FENCING,Space 1,6922 Stockton Ave,,El Cerrito,CA,94530,Karen Martos,,Kmartos@sportfencingcenter.com,http://Www.mteameb.com,Contra Costa,"6922 Stockton Ave, El Cerrito, CA, 94530",Single Space,37.9099631,-122.3003313,not,37.9099631,-122.3003313
1377,261230322,Mu Films,Space 1,2960 Hillegass Ave,,Berkeley,CA,94705,,,,,Alameda,"2960 Hillegass Ave, Berkeley, CA, 94705",Single Space,37.8559336,-122.2552466,not,37.8559336,-122.2552466
1378,943301846,Mukunghwa Korean School,Space 1,649 Moraga Way,,Orinda,CA,94563,,,,,Contra Costa,"649 Moraga Way, Orinda, CA, 94563",Single Space,37.8449867,-122.1487283,not,37.8449867,-122.1487283
1379,912192238,Mural Music & Arts Project,Space 1,405 Howard St,Mural Music & Arts Project c/o: Eugene Clark-Herrera,San Francisco,CA,94105,,,,,San Francisco,"405 Howard St, San Francisco, CA, 94105",Single Space,37.7886089,-122.3953756,not,37.7886089,-122.3953756
1380,942638257,Museo ItaloAmericano,Space 1,2 Marina Blvd,"Fort Mason Center, Bldg C",San Francisco,CA,94123,,,,www.museoitaloamericano.org,San Francisco,"2 Marina Blvd, San Francisco, CA, 94123",Single Space,37.80524538,-122.432104,not,37.80524538,-122.432104
1381,264570976,Museum Of Art And Digital Entertainment,Space 1,921 Washington St,,Oakland,CA,94607,,,,,Alameda,"921 Washington St, Oakland, CA, 94607",Single Space,37.80199,-122.2744738,not,37.80199,-122.2744738
1382,943086749,Museum of Children's Art,Space 1,1625 Clay St,Suite 100,Oakland,CA,94612,,,,www.mocha.org,Alameda,"1625 Clay St, Oakland, CA, 94612",Single Space,37.8071381,-122.272878,not,37.8071381,-122.272878
1383,550830529,Museum of Craft and Design,Space 1,2569 Third St,,San Francisco,CA,94107,,,,www.sfmcd.org,San Francisco,"2569 Third St, San Francisco, CA, 94107",Single Space,37.75707265,-122.3880601,not,37.75707265,-122.3880601
1384,832272975,Museum Of Dance,Space 1,512 Shrader St,,San Francisco,CA,94117,,,,,San Francisco,"512 Shrader St, San Francisco, CA, 94117",Single Space,37.7700878,-122.4517033,not,37.7700878,-122.4517033
1385,464715331,Museum Of Jazz And Art,Space 1,6114 La Salle Ave,,Oakland,CA,94611,,,,,Alameda,"6114 La Salle Ave, Oakland, CA, 94611",Single Space,37.8262989,-122.2102487,not,37.8262989,-122.2102487
1386,943230552,Museum Of Local History Guild,Space 1,190 Anza St,,Fremont,CA,94539,,,,,Alameda,"190 Anza St, Fremont, CA, 94539",Single Space,37.5300838,-121.9202907,not,37.5300838,-121.9202907
1387,510188177,Museum Of Performance & Design,Space 1,893B Folsom St,,San Francisco,CA,94107,,,,,San Francisco,"893B Folsom St, San Francisco, CA, 94107",Single Space,37.7802712,-122.4028652,not,37.7802712,-122.4028652
1388,943338239,Museum of the African Diaspora,Space 1,685 Mission St,,San Francisco,CA,94105,Eric Brizee,Facilities Director,rentals@moadsf.org,http://www.moadsf.org,San Francisco,"685 Mission St, San Francisco, CA, 94105",Single Space,37.7864537,-122.4014624,not,37.7864537,-122.4014624
1389,942951497,Music And Arts Programs Of America,Space 1,2465 4th St,,Berkeley,CA,94710,,,,,Alameda,"2465 4th St, Berkeley, CA, 94710",Single Space,37.8598455,-122.2970775,not,37.8598455,-122.2970775
1390,262206168,Music at the Mission,Space 1,43326 Mission Circle,,Fremont,CA,94539,,,,www.musicatmsj.org,Alameda,"43326 Mission Circle, Fremont, CA, 94539",Single Space,37.53438049,-121.9168854,not,37.53438049,-121.9168854
1391,830669155,Music City Artist Development,Space 1,1353 Bush St,Suite 112,San Francisco,CA,94109,,,,,San Francisco,"1353 Bush St, San Francisco, CA, 94109",Single Space,37.7885256,-122.4195379,not,37.7885256,-122.4195379
1392,912146802,Music Concourse Community Partnership,Space 1,135 Main St,Fl 9,San Francisco,CA,94105,,,,,San Francisco,"135 Main St, San Francisco, CA, 94105",Single Space,37.7915283,-122.3940075,not,37.7915283,-122.3940075
1393,873384283,Music Connects Foundation,Space 1,527 E 10th St,Ste B,Oakland,CA,94606,,,,,Alameda,"527 E 10th St, Oakland, CA, 94606",Single Space,37.79355906,-122.2564912,not,37.79355906,-122.2564912
1394,208858821,Music For Autism,Space 1,955 Clayton St,Apt 1,San Francisco,CA,94117,,,,,San Francisco,"955 Clayton St, San Francisco, CA, 94117",Single Space,37.7642976,-122.4476061,not,37.7642976,-122.4476061
1395,942920480,Music in Schools Today,Space 1,582 Market St,,San Francisco,CA,94104,,,,www.mustcreate.org,San Francisco,"582 Market St, San Francisco, CA, 94104",Single Space,37.7895254,-122.4016103,not,37.7895254,-122.4016103
1396,202075370,Music Is Extraordinary,Space 1,3445 San Pablo,,Oakland,CA,94608,,,,http://www.opcmusic.org,Alameda,"3445 San Pablo, Oakland, CA, 94608",Single Space,37.8504603,-122.2860718,not,37.8504603,-122.2860718
1397,261632570,Music National Service Initiative,Space 1,58 West Portal Ave,#115,San Francisco,CA,94110,,,,,San Francisco,"58 West Portal Ave, San Francisco, CA, 94110",Single Space,37.7403627,-122.4667485,not,37.7403627,-122.4667485
1398,311599597,Music On The Hill,Space 1,201 Bennington St,,San Francisco,CA,94110,,,,,San Francisco,"201 Bennington St, San Francisco, CA, 94110",Single Space,37.7382943,-122.4176531,not,37.7382943,-122.4176531
1399,943001365,Music Research Institute,Space 1,221 Delfino Ave,,Richmond,CA,94801,,,,,Contra Costa,"221 Delfino Ave, Richmond, CA, 94801",Single Space,37.9279321,-122.3861201,not,37.9279321,-122.3861201
1400,,Music Studio of Lee Strawn,Space 1,965 Mission St,Ste. B-53,San Francisco,CA,94103,Lee Strawn,,lee.Strawn@SFSings.com,http://SFSings.com,San Francisco,"965 Mission St, San Francisco, CA, 94103",Single Space,37.7814098,-122.4075476,not,37.7814098,-122.4075476
1401,946139662,Music Teachers Association Of California,Space 1,2121 N California Blvd,Ste 1030,Walnut Creek,CA,94596,,,,,Contra Costa,"2121 N California Blvd, Walnut Creek, CA, 94596",Single Space,37.908508,-122.0662377,not,37.908508,-122.0662377
1402,237131355,Music Teachers Association Of California Foundation,Space 1,2121 N California Blvd,Ste 1030,Walnut Creek,CA,94596,,,,,Contra Costa,"2121 N California Blvd, Walnut Creek, CA, 94596",Single Space,37.908508,-122.0662377,ok,37.90859186,-122.0663166
1403,863915474,Music Thrives,Space 1,41930 Via San Carlos,,Fremont,CA,94539,,,,,Alameda,"41930 Via San Carlos, Fremont, CA, 94539",Single Space,37.542706,-121.9303985,not,37.542706,-121.9303985
1404,452833428,Musical Sugar Foundation,Space 1,1135 Masonic Ave,Apt 3,San Francisco,CA,94117,,,,,San Francisco,"1135 Masonic Ave, San Francisco, CA, 94117",Single Space,37.770596,-122.4458253,not,37.770596,-122.4458253
1405,943271700,Musical Theatre Works,Space 1,58 West Portal Ave,115,San Francisco,CA,94127,,,,,San Francisco,"58 West Portal Ave, San Francisco, CA, 94127",Single Space,37.7403627,-122.4667485,not,37.7403627,-122.4667485
1406,208811559,Musically Minded,Space 1,5814 Presley Way,,Oakland,CA,94618,,,,,Alameda,"5814 Presley Way, Oakland, CA, 94618",Single Space,37.8479184,-122.2478277,not,37.8479184,-122.2478277
1407,,Musically Minded Academy,Space 1,5776 Broadway,,Oakland,CA,94618,Rafael Espinoza,,admin@musicallyminded.com,http://www.musicallyminded.com,Alameda,"5776 Broadway, Oakland, CA, 94618",Single Space,37.84395268,-122.2460569,not,37.84395268,-122.2460569
1408,851435528,Musicians Of The San Francisco Opera,Space 1,301 Van Ness Ave,,San Francisco,CA,94102,,,,,San Francisco,"301 Van Ness Ave, San Francisco, CA, 94102",Single Space,37.7786315,-122.4204926,not,37.7786315,-122.4204926
1409,561366768,Musicians Of The San Francisco Symphony,Space 1,265 Brentwood Ave,,San Francisco,CA,94127,,,,,San Francisco,"265 Brentwood Ave, San Francisco, CA, 94127",Single Space,37.73254726,-122.4597815,not,37.73254726,-122.4597815
1410,922775715,Musiconnect,Space 1,1539 32nd Ave,,San Francisco,CA,94122,,,,,San Francisco,"1539 32nd Ave, San Francisco, CA, 94122",Single Space,37.7584479,-122.4910683,not,37.7584479,-122.4910683
1411,880910186,Muwekma Ohlone Preservation Foundation,Space 1,20885 Redwood Rd,402,Castro Valley,CA,94546,,,,,Alameda,"20885 Redwood Rd, Castro Valley, CA, 94546",Single Space,37.6944168,-122.0749896,not,37.6944168,-122.0749896
1412,822448663,Muwekma Ohlone Tribe,Space 1,20885 Redwood Rd,232,Castro Valley,CA,94546,,,,,Alameda,"20885 Redwood Rd, Castro Valley, CA, 94546",Single Space,37.6944168,-122.0749896,ok,37.69451121,-122.0749115
1413,262158214,My Palace Initiative,Space 1,911 Mendocino Ave,,Berkeley,CA,94707,,,,,Alameda,"911 Mendocino Ave, Berkeley, CA, 94707",Single Space,37.8915286,-122.2745573,not,37.8915286,-122.2745573
1414,844338333,My Roots Are Rich,Space 1,249 Pescadero Ct,,Milpitas,CA,95035,,,,,Santa Clara,"249 Pescadero Ct, Milpitas, CA, 95035",Single Space,37.4429726,-121.9113211,not,37.4429726,-121.9113211
1415,943228844,Na Lei Hulu I Ka Wekiu Hula Halau,Space 1,153 Bradford St,,San Francisco,CA,94110,,,,,San Francisco,"153 Bradford St, San Francisco, CA, 94110",Single Space,37.7403864,-122.4093232,not,37.7403864,-122.4093232
1416,800516714,Nacusa San Francisco Chapter,Space 1,1699 Agadir St,,Concord,CA,94518,,,,,Contra Costa,"1699 Agadir St, Concord, CA, 94518",Single Space,37.9436589,-122.0413423,not,37.9436589,-122.0413423
1417,851523240,Naku Foundation,Space 1,240 Alvarado Rd,,Berkeley,CA,94705,,,,,Alameda,"240 Alvarado Rd, Berkeley, CA, 94705",Single Space,37.8570267,-122.2361601,not,37.8570267,-122.2361601
1418,461127274,Nam Kue School,Space 1,755 Sacramento St,,San Francisco,CA,94108,,,,,San Francisco,"755 Sacramento St, San Francisco, CA, 94108",Single Space,37.7931982,-122.4054531,not,37.7931982,-122.4054531
1419,853018569,Namaha Foundation For The Arts,Space 1,3019 Hastings Way,,San Ramon,CA,94582,,,,,Contra Costa,"3019 Hastings Way, San Ramon, CA, 94582",Single Space,37.7520998,-121.9041612,not,37.7520998,-121.9041612
1420,264008029,Napa Valley Festival Association,Space 1,1350 Treat Blvd,Ste 430,Walnut Creek,CA,94597,,,,,Contra Costa,"1350 Treat Blvd, Walnut Creek, CA, 94597",Single Space,37.9257773,-122.0561721,not,37.9257773,-122.0561721
1421,522055624,National Film Preservation Foundation,Space 1,145 9th St,Ste 260,San Francisco,CA,94103,,,,,San Francisco,"145 9th St, San Francisco, CA, 94103",Single Space,37.77585785,-122.4138259,not,37.77585785,-122.4138259
1422,237426302,National Film Preserve Ltd,Space 1,800 Jones St,,Berkeley,CA,94710,,,,,Alameda,"800 Jones St, Berkeley, CA, 94710",Single Space,37.8748651,-122.3008524,not,37.8748651,-122.3008524
1423,942778424,National Japanese American Historical Society,Space 1,1684 Post St,,San Francisco,CA,94115,,,,,San Francisco,"1684 Post St, San Francisco, CA, 94115",Single Space,37.7858236,-122.4296114,not,37.7858236,-122.4296114
1424,942506639,National Liberty Ship Memorial,Space 1,1275 Columbus Ave,Suite 300,San Francisco,CA,94133,,,,,San Francisco,"1275 Columbus Ave, San Francisco, CA, 94133",Single Space,37.80553657,-122.4178293,not,37.80553657,-122.4178293
1425,651282653,National Novel Writing Month,Space 1,3354 Adeline St,,Berkeley,CA,94703,,,,nanowrimo.org,Alameda,"3354 Adeline St, Berkeley, CA, 94703",Single Space,37.8474853,-122.2723938,not,37.8474853,-122.2723938
1426,941415312,National Society Of Colonial Dames Of America Resident State Of Calif,Space 1,2645 Gough St,,San Francisco,CA,94123,,,,,San Francisco,"2645 Gough St, San Francisco, CA, 94123",Single Space,37.7977993,-122.4274313,not,37.7977993,-122.4274313
1427,261361389,National Speedskating Museum And Hall Of Fame,Space 1,2723 Gamble Ct,,Hayward,CA,94542,,,,,Alameda,"2723 Gamble Ct, Hayward, CA, 94542",Single Space,37.6498844,-122.0404966,not,37.6498844,-122.0404966
1428,451284662,National Timberwolf Pups Association,Space 1,1749 9Th Ave,,San Francisco,CA,94122,,,,,San Francisco,"1749 9Th Ave, San Francisco, CA, 94122",Single Space,37.75563577,-122.4660539,not,37.75563577,-122.4660539
1429,943130846,National Writing Project,Space 1,2120 University Ave,,Berkeley,CA,94704,,,,,Alameda,"2120 University Ave, Berkeley, CA, 94704",Single Space,37.8719793,-122.2674889,not,37.8719793,-122.2674889
1430,263793035,Native Daughters Of The Golden West Charitable Foundation,Space 1,543 Baker St,,San Francisco,CA,94117,,,,,San Francisco,"543 Baker St, San Francisco, CA, 94117",Single Space,37.7761289,-122.4417768,not,37.7761289,-122.4417768
1431,461123165,Nava Dance Theatre,Space 1,80 Turk St,,San Francisco,CA,94102,,,,http://www.navadance.org,San Francisco,"80 Turk St, San Francisco, CA, 94102",Single Space,37.7835097,-122.4104157,not,37.7835097,-122.4104157
1432,920192549,Navarrete x Kajiyama Dance Theater,Space 1,401 Alabama St,,San Francisco,CA,94110,,,,www.nkdancetheater.com,San Francisco,"401 Alabama St, San Francisco, CA, 94110",Single Space,37.7638309,-122.4120875,not,37.7638309,-122.4120875
1433,920192549,Navarrete x Kajiyama Dance Theater,Space 2,2277 International Blvd,,Oakland,CA,94606,,,,www.nkdancetheater.com,Alameda,"2277 International Blvd, Oakland, CA, 94606",Single Space,37.7836423,-122.2363747,not,37.7836423,-122.2363747
1434,920192549,Navarrete x Kajiyama Dance Theater,Space 3,900 East 11th St,,Oakland,CA,94606,,,,www.nkdancetheater.com,Alameda,"900 East 11th St, Oakland, CA, 94606",Single Space,37.7914805,-122.2520739,not,37.7914805,-122.2520739
1435,,Neck of the Woods,Space 1,406 Clement St,,San Francisco,CA,94118,Tim Choy,Manager,choytim@hotmail.com,http://www.neckofthewoodssf.com,San Francisco,"406 Clement St, San Francisco, CA, 94118",Single Space,37.7832251,-122.4637774,not,37.7832251,-122.4637774
1436,,Neck of the Woods,Space 1,406 Clement St,,San Francisco,CA,94118,Tim Choy,Manager,choytim@hotmail.com,http://www.neckofthewoodssf.com,San Francisco,"406 Clement St, San Francisco, CA, 94118",Single Space,37.7832251,-122.4637774,ok,37.78332464,-122.4638161
1437,814849396,Nemea Foundation,Space 1,321 Livorna Heights Rd,,Alamo,CA,94507,,,,,Contra Costa,"321 Livorna Heights Rd, Alamo, CA, 94507",Single Space,37.8709145,-122.0248151,not,37.8709145,-122.0248151
1438,843978733,New Apollo Youth Symphony Orchestra,Space 1,1176 University Ave,Apt 310,Berkeley,CA,94702,,,,,Alameda,"1176 University Ave, Berkeley, CA, 94702",Single Space,37.8690312,-122.2900969,not,37.8690312,-122.2900969
1439,942759864,New Arts Foundation,Space 1,4250 Horton St,Unit 6,Emeryville,CA,94608,,,,,Alameda,"4250 Horton St, Emeryville, CA, 94608",Single Space,37.8319528,-122.2882068,not,37.8319528,-122.2882068
1440,680263473,New Century Chamber Orchestra,Space 1,1668 Bush St,,San Francisco,CA,94109,,,,http://www.ncco.org,San Francisco,"1668 Bush St, San Francisco, CA, 94109",Single Space,37.7883732,-122.4249187,not,37.7883732,-122.4249187
1441,942778856,New Conservatory Theatre Center,"1 Location, Multiple Spaces",25 Van Ness Ave,Lower Lobby,San Francisco,CA,94102,Walt Anthony,House & Bar Magager,Walt@NCTCsf.org,http://www.NCTCsf.org,San Francisco,"1 Location, Multiple Spaces <br> 25 Van Ness Ave, San Francisco, CA, 94102",Multiple Spaces,37.7756562,-122.4195985,not,37.7756562,-122.4195985
1442,473144151,New Day International,Space 1,2106 Jackson St,Apt 3,San Francisco,CA,94115,,,,,San Francisco,"2106 Jackson St, San Francisco, CA, 94115",Single Space,37.7933156,-122.4300443,not,37.7933156,-122.4300443
1443,843898853,New Literary Project,Space 1,4100 Redwood Rd,,Oakland,CA,94619,,,,,Alameda,"4100 Redwood Rd, Oakland, CA, 94619",Single Space,37.7982648,-122.1826438,not,37.7982648,-122.1826438
1444,208557413,Newark Symphonic Winds,Space 1,6655 Clark Ave,Unit 116,Newark,CA,94560,,,,,Alameda,"6655 Clark Ave, Newark, CA, 94560",Single Space,37.5293708,-122.029531,not,37.5293708,-122.029531
1445,844787845,News Upnow,Space 1,2762 Folsom St,,San Francisco,CA,94110,,,,,San Francisco,"2762 Folsom St, San Francisco, CA, 94110",Single Space,37.7530727,-122.4144868,not,37.7530727,-122.4144868
1446,510561455,Nexmap,Space 1,601 Van Ness Ave,Ste E416,San Francisco,CA,94102,,,,,San Francisco,"601 Van Ness Ave, San Francisco, CA, 94102",Single Space,37.7813858,-122.4214063,not,37.7813858,-122.4214063
1447,943096830,Next Generation Swing Dance Club,Space 1,360 Grand Ave,216,Oakland,CA,94610,,,,,Alameda,"360 Grand Ave, Oakland, CA, 94610",Single Space,37.8090053,-122.2555433,not,37.8090053,-122.2555433
1448,954857801,Next Show,Space 1,1796 Dolores St,,San Francisco,CA,94110,,,,,San Francisco,"1796 Dolores St, San Francisco, CA, 94110",Single Space,37.74039889,-122.424188,not,37.74039889,-122.424188
1449,942837552,NIAD Art Center,Space 1,551 23rd St,,Richmond,CA,94804,Deb Dyer,Executive Director,debdyer@niadart.org,http://www.niadart.org,Contra Costa,"551 23rd St, Richmond, CA, 94804",Single Space,37.9393859,-122.3478597,not,37.9393859,-122.3478597
1450,,Nick Rodriguez Theatre,Space 1,213 F St,,Antioch,CA,94509,,,,,Contra Costa,"213 F St, Antioch, CA, 94509",Single Space,38.0166813,-121.8121749,not,38.0166813,-121.8121749
1451,,Nicole Klaymoon's Embodiment Project,Space 1,3316 24th St,,San Francisco,CA,94110,,,,www.embodimentproject.org,San Francisco,"3316 24th St, San Francisco, CA, 94110",Single Space,37.7523988,-122.4188036,not,37.7523988,-122.4188036
1452,931589102,Night Of Shorts,Space 1,927 Bayview Ave,Apt 5,Oakland,CA,94610,,,,,Alameda,"927 Bayview Ave, Oakland, CA, 94610",Single Space,37.8020281,-122.2378274,not,37.8020281,-122.2378274
1453,862626617,Night Out Night Off,Space 1,1115 Hearst Ave,,Berkeley,CA,94702,,,,,Alameda,"1115 Hearst Ave, Berkeley, CA, 94702",Single Space,37.8709079,-122.2919416,not,37.8709079,-122.2919416
1454,680474679,Niles Essanay Silent Film Museum,Space 1,37417 Niles Blvd,,Fremont,CA,94536,,,,,Alameda,"37417 Niles Blvd, Fremont, CA, 94536",Single Space,37.5769007,-121.9802153,not,37.5769007,-121.9802153
1455,823508366,Nilkrishna Jashoda Sitaula Foundation,Space 1,1409 Nob Hill Ave,,Pinole,CA,94564,,,,,Contra Costa,"1409 Nob Hill Ave, Pinole, CA, 94564",Single Space,38.0023271,-122.3008873,not,38.0023271,-122.3008873
1456,912145108,Ninth St Media Consortium,Space 1,145 9th St,,San Francisco,CA,94103,Brian Schulz,Operations Manager,info@ninthstreet.org,http://www.ninthstreet.org,San Francisco,"145 9th St, San Francisco, CA, 94103",Single Space,37.77585785,-122.4138259,not,37.77585785,-122.4138259
1457,270534748,No Lies Foundation,Space 1,2100 Lewelling Blvd,Spc 11,San Leandro,CA,94579,,,,,Alameda,"2100 Lewelling Blvd, San Leandro, CA, 94579",Single Space,37.6785228,-122.1566172,not,37.6785228,-122.1566172
1458,813876067,No Mirror Movement,Space 1,413 Willow St,Apt D,Alameda,CA,94501,,,,,Alameda,"413 Willow St, Alameda, CA, 94501",Single Space,37.7587274,-122.2558808,not,37.7587274,-122.2558808
1459,943239153,Noe Valley Chamber Music,Space 1,1021 Sanchez St,,San Francisco,CA,94114,,,,www.nvcm.org,San Francisco,"1021 Sanchez St, San Francisco, CA, 94114",Single Space,37.7528245,-122.4294288,not,37.7528245,-122.4294288
1460,471085042,Nomadic Press,Space 1,285 Van Buren Ave,Apt 4,Oakland,CA,94610,,,,,Alameda,"285 Van Buren Ave, Oakland, CA, 94610",Single Space,37.81095846,-122.2571181,not,37.81095846,-122.2571181
1461,943123314,Noontime Concerts,Space 1,660 California St,,San Francisco,CA,94108,,,,noontimeconcerts.org,San Francisco,"660 California St, San Francisco, CA, 94108",Single Space,37.7926971,-122.405512,not,37.7926971,-122.405512
1462,273342947,Noor Islamic & Cultural Community Center,Space 1,4035 Treat Blvd,,Concord,CA,94518,,,,,Contra Costa,"4035 Treat Blvd, Concord, CA, 94518",Single Space,37.9508165,-122.0062295,not,37.9508165,-122.0062295
1463,822601156,Norcal Lao Foundation,Space 1,556 S 30Th St,,Richmond,CA,94804,,,,,Contra Costa,"556 S 30Th St, Richmond, CA, 94804",Single Space,37.9240706,-122.3402204,not,37.9240706,-122.3402204
1464,454559887,Norcal Punjabi Youth Foundation,Space 1,142 E Heritage Dr,,Mtn House,CA,95391,,,,,,"142 E Heritage Dr, Mtn House, CA, 95391",Single Space,37.7704879,-121.5429548,not,37.7704879,-121.5429548
1465,883119961,Noreens Dance Collaborative,Space 1,1001 S Main St,Apt A102,Milpitas,CA,95035,,,,,Santa Clara,"1001 S Main St, Milpitas, CA, 95035",Single Space,37.41686987,-121.9039295,not,37.41686987,-121.9039295
1466,844888862,North & Greater Richmond Blues Foundation,Space 1,1350 Kelsey St,,Richmond,CA,94801,,,,,Contra Costa,"1350 Kelsey St, Richmond, CA, 94801",Single Space,37.95283522,-122.3641711,not,37.95283522,-122.3641711
1467,205263250,North American Guqin Association,Space 1,487 Seema Cir,,Union City,CA,94587,,,,,Alameda,"487 Seema Cir, Union City, CA, 94587",Single Space,37.5910707,-122.0534936,not,37.5910707,-122.0534936
1468,452790922,North American Punjabi Association,Space 1,2621 Camel Back Rd,,Brentwood,CA,94513,,,,,Contra Costa,"2621 Camel Back Rd, Brentwood, CA, 94513",Single Space,37.9110502,-121.7440015,not,37.9110502,-121.7440015
1469,942705685,North Atlantic Books,Space 1,2526 Martin Luther King Jr Way,,Berkeley,CA,94704,,,,,Alameda,"2526 Martin Luther King Jr Way, Berkeley, CA, 94704",Single Space,37.8627042,-122.2722839,not,37.8627042,-122.2722839
1470,,Northbrae Community Church,Space 1,941 the Alameda,,Berkeley,CA,94707,Dianne McNenny,,northbrae2@aol.com,http://www.northbrae.org,Alameda,"941 the Alameda, Berkeley, CA, 94707",Single Space,37.8905907,-122.2761093,not,37.8905907,-122.2761093
1471,943392167,Northeast San Francisco Conservancy,Space 1,470 Columbus Ave,Ste 211,San Francisco,CA,94133,,,,,San Francisco,"470 Columbus Ave, San Francisco, CA, 94133",Single Space,37.7994079,-122.408623,not,37.7994079,-122.408623
1472,863423881,Northern California Bengali Association,Space 1,1327 Montrose Pl,,Pleasanton,CA,94566,,,,,Alameda,"1327 Montrose Pl, Pleasanton, CA, 94566",Single Space,37.6550618,-121.8271843,not,37.6550618,-121.8271843
1473,871449715,Northern California Cantonese Heritage Association,Space 1,601 Jackson St,5th Floor,San Francisco,CA,94133,,,,,San Francisco,"601 Jackson St, San Francisco, CA, 94133",Single Space,37.7960271,-122.4052946,not,37.7960271,-122.4052946
1474,800893008,Northern California Chamber Music Academy,Space 1,2315 42nd Ave,,San Francisco,CA,94116,,,,,San Francisco,"2315 42nd Ave, San Francisco, CA, 94116",Single Space,37.7434709,-122.5007034,not,37.7434709,-122.5007034
1475,943296117,Northern California Chapter Of The Society Of Architectural Historian,Space 1,3124 Octavia St,,San Francisco,CA,94123,,,,,San Francisco,"3124 Octavia St, San Francisco, CA, 94123",Single Space,37.801173,-122.4292708,not,37.801173,-122.4292708
1476,842179478,Northern California China Thmo Union,Space 1,338 Spear St,Unit 28F,San Francisco,CA,94105,,,,,San Francisco,"338 Spear St, San Francisco, CA, 94105",Single Space,37.789376,-122.390972,not,37.789376,-122.390972
1477,815010617,Northern California Contest Club,Space 1,2008 Hedge Ave,,Brentwood,CA,94513,,,,,Contra Costa,"2008 Hedge Ave, Brentwood, CA, 94513",Single Space,37.9555438,-121.6977594,not,37.9555438,-121.6977594
